"Country";"Language";"Reach";"Sentiment";"Key Phrases";"Keywords";"Twitter Authority";"Twitter Client";"Twitter Followers";"Twitter Following";"Alternate Date Format";"Time";"State";"City"
"Brazil";"Portuguese";470;"Neutral";"ditadura militar,movimentos pró";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:57 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"eleições diretas,movimento decisivo";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:57 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"continuidade do modelo de segurança,métodos repressivos,regime militar";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"bando de comunistas,declarações semelhantes,frases de generais,linguajar agressivo";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"geração de militares,união nacional";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";32;"Neutral";;"#UseAmarelo";2;"Twitter for Android";32;68;"Jun 28, 2020";9:56 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";470;"Neutral";"custas de endividamento,final do regime,milagre econômico,período de forte crescimento";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"Milhares de filmes,peças de teatro";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"maior singularidade,poder mortos";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"máquina de repressão";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"militar instaurado";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"intensa pressão popular,poder de forma pacífica";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:56 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";207;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";207;151;"Jun 28, 2020";9:56 PM;"Mato Grosso";
"Brazil";"Portuguese";541;"Positive";;"#UseAmarelo";5;"Twitter for iPhone";541;1191;"Jun 28, 2020";9:54 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";1201;"Positive";;"#UseAmarelo";6;"Twitter for iPhone";1201;814;"Jun 28, 2020";9:54 PM;"Federal District";"Brasília"
"Unknown";"Portuguese";1;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";1;"Twitter for Android";1;213;"Jun 28, 2020";9:54 PM;;
"Brazil";"Portuguese";934;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";934;3459;"Jun 28, 2020";9:53 PM;"Mato Grosso";
"Brazil";"Portuguese";5838;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";7;"Twitter for iPhone";5838;6377;"Jun 28, 2020";9:53 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";13;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";1;"Twitter for Android";13;143;"Jun 28, 2020";9:52 PM;;
"Brazil";"Portuguese";595;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";5;"Twitter for iPhone";595;1338;"Jun 28, 2020";9:52 PM;"São Paulo";"São Paulo"
"Brazil";"English";934;"Negative";"Brazilian democracy,half of voters,horrors of dictatorship,largest newspaper,new pro-democracy initiative";"#UseAmarelo";5;"Twitter for Android";934;3459;"Jun 28, 2020";9:52 PM;"Mato Grosso";
"Brazil";"Portuguese";175;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";175;476;"Jun 28, 2020";9:51 PM;"Mato Grosso";"Cuiabá"
"Unknown";"Portuguese";41;"Negative";;"#UseAmarelo";3;"Twitter for Android";41;660;"Jun 28, 2020";9:51 PM;;
"Unknown";"Portuguese";2268;"Positive";"eleição direta,modelo monarquista";"#UseAmarelo";7;"Twitter Web App";2268;889;"Jun 28, 2020";9:50 PM;;
"Unknown";"Portuguese";34;"Negative";;"#UseAmarelo";2;"Twitter for Android";34;95;"Jun 28, 2020";9:50 PM;;
"Unknown";"Portuguese";3;"Neutral";"curso online gratuito";"#UseAmarelo";1;"Twitter for Android";3;108;"Jun 28, 2020";9:49 PM;;
"Unknown";"Portuguese";92;"Negative";"ditadura precisa,primeira série,primeira tentativa";"#UseAmarelo";3;"Twitter for iPhone";92;91;"Jun 28, 2020";9:49 PM;;
"Unknown";"Portuguese";57;"Negative";;"#UseAmarelo";3;"Twitter for Android";57;698;"Jun 28, 2020";9:48 PM;;
"Unknown";"Portuguese";6;"Neutral";"cara de pau,fascistas de ""pró,manifestações legítimas";"#UseAmarelo";1;"Twitter for Android";6;61;"Jun 28, 2020";9:47 PM;;
"Brazil";"Portuguese";276;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";4;"Twitter for Android";276;2950;"Jun 28, 2020";9:47 PM;"Mato Grosso";
"Brazil";"Portuguese";4380;"Negative";"anos iniciais,eventos históricos";"#UseAmarelo";7;"Twitter for iPhone";4380;4888;"Jun 28, 2020";9:46 PM;"São Paulo";"Guarujá"
"Unknown";"Portuguese";39;"Neutral";;"#UseAmarelo";3;"Twitter for Android";39;320;"Jun 28, 2020";9:46 PM;;
"Brazil";"Portuguese";2736;"Negative";"anos iniciais,eventos históricos";"#UseAmarelo";6;"Twitter Web App";2736;5002;"Jun 28, 2020";9:45 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";17;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";2;"Twitter for iPhone";17;246;"Jun 28, 2020";9:44 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";0;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";1;"Twitter for Android";;49;"Jun 28, 2020";9:43 PM;;
"Brazil";"Portuguese";303;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";5;"Twitter for Android";303;235;"Jun 28, 2020";9:43 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";2736;"Neutral";"anos de regime militar";"#UseAmarelo";6;"Twitter Web App";2736;5002;"Jun 28, 2020";9:41 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";2736;"Neutral";;"#UseAmarelo";6;"Twitter Web App";2736;5002;"Jun 28, 2020";9:41 PM;"São Paulo";"São Paulo"
"Sri Lanka";"Portuguese";786;"Negative";;"#UseAmarelo";5;"Twitter for Android";786;2270;"Jun 28, 2020";9:41 PM;"Uva";"Badulla"
"Brazil";"Portuguese";2736;"Positive";;"#UseAmarelo";6;"Twitter Web App";2736;5002;"Jun 28, 2020";9:40 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";87;"Neutral";;"#UseAmarelo";3;"Twitter Web App";87;521;"Jun 28, 2020";9:40 PM;;
"Unknown";"Portuguese";752;"Negative";;"#UseAmarelo";5;"Twitter for Android";752;1313;"Jun 28, 2020";9:40 PM;;
"Brazil";"Portuguese";2322;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";6;"Twitter for Android";2322;5003;"Jun 28, 2020";9:40 PM;"Bahia";
"Brazil";"Portuguese";2065;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";6;"Twitter Web App";2065;708;"Jun 28, 2020";9:39 PM;"Mato Grosso";
"Brazil";"Portuguese";38;"Negative";;"#UseAmarelo";3;"Twitter Web App";38;686;"Jun 28, 2020";9:39 PM;"Rio de Janeiro";"Niterói"
"Unknown";"Portuguese";0;"Negative";;"#UseAmarelo";1;"Twitter for Android";;49;"Jun 28, 2020";9:39 PM;;
"Brazil";"Portuguese";17;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";2;"Twitter for Android";17;78;"Jun 28, 2020";9:39 PM;"Amazonas";"Manaus"
"Unknown";"Portuguese";2904;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";6;"Twitter for Android";2904;3021;"Jun 28, 2020";9:38 PM;;
"Brazil";"Portuguese";1257;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";6;"Twitter for Android";1257;5001;"Jun 28, 2020";9:38 PM;"Rio de Janeiro";"Volta Redonda"
"Brazil";"Portuguese";656;"Negative";;"#UseAmarelo";5;"Twitter for Android";656;914;"Jun 28, 2020";9:38 PM;"Mato Grosso";
"Brazil";"Portuguese";2322;"Negative";;"#UseAmarelo";6;"Twitter for Android";2322;5003;"Jun 28, 2020";9:38 PM;"Bahia";
"Brazil";"Portuguese";1524;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";6;"Twitter Web App";1524;1222;"Jun 28, 2020";9:37 PM;"Mato Grosso";
"Brazil";"Portuguese";5973;"Neutral";"apoio financeiro,organizações de esquerda";"#UseAmarelo";7;"Twitter Web App";5973;6568;"Jun 28, 2020";9:37 PM;"Mato Grosso";
"Brazil";"Portuguese";2736;"Neutral";;"#UseAmarelo";6;"Twitter Web App";2736;5002;"Jun 28, 2020";9:36 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";712;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitterrific for iOS";712;696;"Jun 28, 2020";9:36 PM;"Bahia";"Feira de Santana"
"Brazil";"Spanish / Castilian";142;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";142;212;"Jun 28, 2020";9:36 PM;"Mato Grosso";
"Brazil";"Portuguese";45;"Neutral";;"#UseAmarelo";3;"Twitter Web App";45;272;"Jun 28, 2020";9:36 PM;"Santa Catarina";"Florianópolis"
"Brazil";"Portuguese";560;"Neutral";"apoio financeiro,organizações de esquerda";"#UseAmarelo";5;"Twitter Web App";560;2574;"Jun 28, 2020";9:36 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";173;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";173;760;"Jun 28, 2020";9:35 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";39;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";3;"Twitter Web App";39;219;"Jun 28, 2020";9:35 PM;;
"Unknown";"Portuguese";11064;"Neutral";"apoio financeiro,organizações de esquerda";"#UseAmarelo";8;"Twitter for Android";11064;7602;"Jun 28, 2020";9:35 PM;;
"Brazil";"English";712;"Negative";"Brazilian democracy,half of voters,horrors of dictatorship,largest newspaper,new pro-democracy initiative";"#UseAmarelo";5;"Twitterrific for iOS";712;696;"Jun 28, 2020";9:33 PM;"Bahia";"Feira de Santana"
"Brazil";"Portuguese";45;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";3;"Twitter Web App";45;272;"Jun 28, 2020";9:33 PM;"Santa Catarina";"Florianópolis"
"Brazil";"Portuguese";4837;"Negative";;"#UseAmarelo";7;"Twitter for Android";4837;5261;"Jun 28, 2020";9:33 PM;"Rio de Janeiro";"Duque de Caxias"
"Unknown";"Portuguese";22;"Neutral";"atual regime";"#UseAmarelo";2;"Twitter for Android";22;325;"Jun 28, 2020";9:32 PM;;
"Brazil";"Portuguese";304924;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";10;"Twitter Web App";304924;145;"Jun 28, 2020";9:32 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";5712;"Negative";;"#UseAmarelo";7;"Twitter Web App";5712;4714;"Jun 28, 2020";9:30 PM;"Rio Grande do Sul";"Rio Grande"
"Brazil";"Portuguese";2372;"Neutral";;"#UseAmarelo";6;"Twitter for Android";2372;5094;"Jun 28, 2020";9:29 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";18;"Negative";;"#UseAmarelo";2;"Twitter for Android";18;371;"Jun 28, 2020";9:29 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";2730;"Negative";;"#UseAmarelo";6;"Twitter Web App";2730;5001;"Jun 28, 2020";9:28 PM;;
"Brazil";"Portuguese";237;"Neutral";"grave amnésia";"#UseAmarelo";4;"Twitter for Android";237;606;"Jun 28, 2020";9:28 PM;"Minas Gerais";"Belo Horizonte"
"Brazil";"Portuguese";585;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for iPhone";585;800;"Jun 28, 2020";9:27 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";155;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";155;701;"Jun 28, 2020";9:26 PM;"Rio de Janeiro";"Niterói"
"Brazil";"Portuguese";17101;"Negative";;"#UseAmarelo";8;"Twitter for Android";17101;1408;"Jun 28, 2020";9:25 PM;"São Paulo";"São Paulo"
"Unknown";"Spanish / Castilian";6;"Neutral";;"#useamarelo";;"Twitter for Android";6;72;"Jun 28, 2020";9:24 PM;;
"Brazil";"Portuguese";175;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";175;951;"Jun 28, 2020";9:22 PM;"Mato Grosso";
"Brazil";"English";559;"Positive";"latest Leituras";"#useamarelo";5;"Paper.li";559;542;"Jun 28, 2020";9:19 PM;"Goiás";"Goiânia"
"Brazil";"Portuguese";401;"Negative";;"#UseAmarelo";5;"Twitter for iPhone";401;2924;"Jun 28, 2020";9:17 PM;"Rio de Janeiro";"Niterói"
"Unknown";"Portuguese";8;"Negative";;"#UseAmarelo";2;"Twitter for Android";8;64;"Jun 28, 2020";9:15 PM;;
"Brazil";"Portuguese";140;"Neutral";"continuidade do modelo de segurança,métodos repressivos,regime militar";"#UseAmarelo";4;"Twitter for iPhone";140;877;"Jun 28, 2020";9:15 PM;"Mato Grosso";
"Brazil";"Portuguese";140;"Neutral";"bando de comunistas,declarações semelhantes,frases de generais,linguajar agressivo";"#UseAmarelo";4;"Twitter for iPhone";140;877;"Jun 28, 2020";9:14 PM;"Mato Grosso";
"Brazil";"Portuguese";140;"Neutral";"geração de militares,união nacional";"#UseAmarelo";4;"Twitter for iPhone";140;877;"Jun 28, 2020";9:14 PM;"Mato Grosso";
"Brazil";"Portuguese";74;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter for Android";74;399;"Jun 28, 2020";9:14 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";140;"Neutral";"falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for iPhone";140;877;"Jun 28, 2020";9:13 PM;"Mato Grosso";
"India";"Portuguese";2875;"Neutral";;"#UseAmarelo";7;"Twitter for Android";2875;2247;"Jun 28, 2020";9:13 PM;"Rajasthan";
"Brazil";"Portuguese";140;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";140;877;"Jun 28, 2020";9:12 PM;"Mato Grosso";
"Brazil";"Portuguese";1107;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";1107;1217;"Jun 28, 2020";9:11 PM;"Mato Grosso";
"Brazil";"Portuguese";6;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";1;"Twitter for Android";6;126;"Jun 28, 2020";9:11 PM;"São Paulo";"Marília"
"Cuba";"Portuguese";24;"Positive";;"#UseAmarelo";2;"Twitter for Android";24;163;"Jun 28, 2020";9:11 PM;"Sancti Spíritus";"Condado"
"Unknown";"Portuguese";12;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";1;"Twitter for iPhone";12;44;"Jun 28, 2020";9:10 PM;;
"Unknown";"Spanish / Castilian";23;"Neutral";;"#useamarelo";2;"Twitter for Android";23;61;"Jun 28, 2020";9:10 PM;;
"Brazil";"Portuguese";76;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";3;"Twitter Web App";76;169;"Jun 28, 2020";9:09 PM;"Mato Grosso";
"Brazil";"Portuguese";51;"Neutral";;"#UseAmarelo";3;"Twitter Web App";51;84;"Jun 28, 2020";9:08 PM;"São Paulo";"São Paulo"
"United States";"English";147;"Negative";"Brazilian democracy,half of voters,horrors of dictatorship,largest newspaper,new pro-democracy initiative";"#UseAmarelo";4;"Twitter Web App";147;680;"Jun 28, 2020";9:06 PM;"Delaware";
"Unknown";"Portuguese";74;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for Android";74;241;"Jun 28, 2020";9:04 PM;;
"Brazil";"Portuguese";281;"Negative";;"#UseAmarelo";4;"Twitter for Android";281;716;"Jun 28, 2020";9:04 PM;"Bahia";"Salvador"
"Brazil";"Portuguese";364;"Neutral";"consolidação da Folha pós";"#UseAmarelo";5;"Twitter for Android";364;401;"Jun 28, 2020";9:03 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";3991;"Neutral";;"#UseAmarelo";6;"Twitter Web App";3991;3832;"Jun 28, 2020";9:02 PM;"Mato Grosso";
"Brazil";"Portuguese";120;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";120;107;"Jun 28, 2020";9:02 PM;"São Paulo";"São Caetano do Sul"
"Brazil";"Portuguese";1156;"Neutral";;"#useamarelo";6;"Paper.li";1156;335;"Jun 28, 2020";8:59 PM;"Mato Grosso";
"Brazil";"Portuguese";382;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";382;660;"Jun 28, 2020";8:58 PM;"Mato Grosso";
"Unknown";"Portuguese";327;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";4;"Twitter for iPhone";327;545;"Jun 28, 2020";8:58 PM;;
"Unknown";"Portuguese";1567;"Neutral";;"#UseAmarelo";6;"Twitter Web App";1567;1285;"Jun 28, 2020";8:57 PM;;
"Unknown";"Portuguese";12;"Neutral";"propaganda histórica";"#useamarelo";1;"Twitter for Android";12;109;"Jun 28, 2020";8:56 PM;;
"Brazil";"Portuguese";217;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";4;"Twitter Web App";217;351;"Jun 28, 2020";8:55 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";7;"Negative";;"#UseAmarelo";1;"Twitter for Android";7;239;"Jun 28, 2020";8:55 PM;;
"Brazil";"Portuguese";463;"Positive";;"#UseAmarelo";5;"Twitter for Android";463;1177;"Jun 28, 2020";8:55 PM;"Mato Grosso";
"Brazil";"Portuguese";12737;"Negative";;"#UseAmarelo";8;"Twitter for Android";12737;972;"Jun 28, 2020";8:54 PM;"São Paulo";"Poá"
"Unknown";"Portuguese";21;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";2;"Twitter for Android";21;161;"Jun 28, 2020";8:53 PM;;
"Brazil";"Portuguese";585;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";5;"Twitter for Android";585;803;"Jun 28, 2020";8:52 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";249;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for iPhone";249;511;"Jun 28, 2020";8:49 PM;"Ceará";"Fortaleza"
"Brazil";"Portuguese";40;"Neutral";"grave amnésia";"#UseAmarelo";3;"Twitter for iPhone";40;104;"Jun 28, 2020";8:49 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";241;"Positive";;"#UseAmarelo";4;"Twitter for Android";241;410;"Jun 28, 2020";8:48 PM;"São Paulo";"Botucatu"
"Unknown";"Portuguese";231;"Negative";;"#UseAmarelo";4;"Twitter for Android";231;996;"Jun 28, 2020";8:48 PM;;
"Brazil";"Portuguese";314;"Neutral";;"#UseAmarelo";4;"Twitter Web App";314;756;"Jun 28, 2020";8:48 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";2753;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";2753;4858;"Jun 28, 2020";8:47 PM;"Mato Grosso";
"Unknown";"Portuguese";5;"Neutral";"grave amnésia";"#UseAmarelo";1;"Twitter for Android";5;78;"Jun 28, 2020";8:47 PM;;
"Unknown";"Portuguese";294;"Negative";;"#UseAmarelo";4;"Twitter for Android";294;1908;"Jun 28, 2020";8:47 PM;;
"Unknown";"Portuguese";1;"Neutral";;"#UseAmarelo";;"Twitter for Android";1;31;"Jun 28, 2020";8:45 PM;;
"Brazil";"Portuguese";5;"Neutral";"grave amnésia";"#UseAmarelo";1;"Twitter for iPhone";5;97;"Jun 28, 2020";8:45 PM;"Amazonas";
"Brazil";"Portuguese";41;"Positive";"grande erro";"#UseAmarelo";3;"Twitter for Android";41;550;"Jun 28, 2020";8:44 PM;"São Paulo";"São Bernardo do Campo"
"Brazil";"Portuguese";85;"Neutral";;"#UseAmarelo";3;"Twitter Web App";85;221;"Jun 28, 2020";8:44 PM;"Mato Grosso";
"Brazil";"Portuguese";2252;"Negative";;"#UseAmarelo";6;"Twitter for Android";2252;2551;"Jun 28, 2020";8:44 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";162;"Negative";"questão de opinião";"#UseAmarelo";3;"Twitter for Android";162;497;"Jun 28, 2020";8:43 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";3;"Neutral";"curso online gratuito";"#UseAmarelo";;"Twitter for Android";3;6;"Jun 28, 2020";8:43 PM;"Goiás";"Itumbiara"
"Unknown";"Portuguese";7;"Neutral";;"#UseAmarelo";1;"Twitter Web App";7;73;"Jun 28, 2020";8:43 PM;;
"Brazil";"Portuguese";0;"Neutral";"grave amnésia";"#UseAmarelo";;"Twitter for Android";;73;"Jun 28, 2020";8:43 PM;"Alagoas";"Barra de Santo Antônio"
"Brazil";"Portuguese";3;"Neutral";"grave amnésia";"#UseAmarelo";;"Twitter for Android";3;6;"Jun 28, 2020";8:43 PM;"Goiás";"Itumbiara"
"Brazil";"Spanish / Castilian";85;"Neutral";;"#useamarelo";3;"Twitter Web App";85;221;"Jun 28, 2020";8:42 PM;"Mato Grosso";
"Unknown";"Portuguese";29;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";2;"Twitter for iPhone";29;543;"Jun 28, 2020";8:42 PM;;
"Brazil";"Portuguese";111;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";4;"Twitter Web App";111;136;"Jun 28, 2020";8:40 PM;"Mato Grosso";
"Unknown";"Portuguese";62;"Neutral";"cara de pau,fascistas de ""pró,manifestações legítimas";"#UseAmarelo";3;"Twitter for Android";62;99;"Jun 28, 2020";8:40 PM;;
"Brazil";"Portuguese";2549;"Negative";"cara de pau";"#UseAmarelo";7;"Twitter for Android";2549;468;"Jun 28, 2020";8:39 PM;"Espírito Santo";"Vitória"
"Brazil";"unknown";1531;"Not Rated";;"#UseAmarelo";6;"Twitter for iPad";1531;2891;"Jun 28, 2020";8:38 PM;"Paraná";
